Review,Rating,sentiment,review_length,polarity,label
definitely luxury everydaymoisturizer waited write review using several week ensure honest review first thing noticed kind cucumber smell loved using product notice visible difference skin noticeably hydrated skin look plump healthier glow pairing product fresh lotus eye cream make great pair,5,positive,76,0.4388888888888889,2
biossance gifted product exchange review really like product smell creamy texture absorbs really well skin leaving feeling hydrated soft not oily,5,positive,41,0.24999999999999997,2
first got one free sample buy ran not abrasive nonirritating still polish skin healthy glow staple morning routine,5,positive,41,0.3833333333333333,2
really love product make lip soft silky doesnt goopy sticky feel great received reward product cleaned last jar lasted nice undecided ill buy really wish product could carry pocket little bulky,4,positive,74,0.2859375,2
easy use home noticed whiter teeth day feel confident bright white smile,5,positive,22,0.45041666666666674,2
obsessed new mask fresh soothed redness calmed irritated skin also evened skin tone texture good sized container worth price must buy,5,positive,43,0.1633522727272727,2
ive using serum combination inkey list hyaluronic acid every morninghyaluronic acid first love skin definitely look hydrated smooth also minimize pore excellent antioxidanti received product complimentary testing purpose,5,positive,51,0.4214285714285714,2
loving great light weight hydrating eye cream perfect concealer well received product complimentary,5,positive,24,0.6199999999999999,2
shani darden retinol reform awesome brightened skin lessened look unevenness use vitamin serum skincare routine make skin look youthful,5,positive,36,1.0,2
oil brighten hydrated skin much never get enough beautiful gloss skin love sunday riley honestly brighten dark scar spot previous acne well,4,positive,43,0.2619047619047619,2
got complementary influenster feel like slight smell rosewater cooling sensation not strong dont feel like done anything definitely would not pay,1,negative,44,0.08888888888888886,0
using product month love pigmentation getting fade time instead white kinda red brownish weird wondering whats going,4,positive,36,-0.04,2
water bank blue hyaluronic cream moisturizer lush cream help visibly smooth soften lock moisture hoursit show delightfully dewy cream powered blue hyaluronic acidthank product gifted laneige,5,positive,43,0.3333333333333333,2
really love nice serum everything packaging consistency formula color way feel skin cant definitely confirm feel cooling smoothing skin know face look amazing many,5,positive,54,0.4458333333333333,2
one highlighted ingredient literally chemical harmful reef company allowed state product reef safe theyre not,1,negative,31,0.5,0
wow one favorite cleanser fluid gel not foaming amazing cleansing controlling oil used daily night make pore reduced blackhead decreased recommend husband super oily skin magic face face always look dirty oil oxidation use night woke next morning never saw face clear trywithtopbox freeproduct although received free product review definitely repurchase,5,positive,103,0.10416666666666667,2
cream amazing texture like butter keep face moisturizer fresh foundation kick right trying take care skin really started help,5,positive,38,0.3464285714285715,2
product not work normal skin never get breakout switched skincare without issue skin really hated broke didnt feel like much skin wanted love especially hearing good thing not want love back,1,negative,63,0.14375,0
know product lip plumping property collagen sunken hollow eye dont want pay filler first thing thats made huge difference apply gently eye leave overnight amazing keep away corner doesnt get eye,5,positive,72,0.3825,2
mostly use oil cream cleanser wanted try something new gel cleanser however water added convert foam cleanser love clean away makeup including mascara easily without stripping moisture normal skin left feeling clean soft refreshed find citrus scent lovely invigorating might strong tried belif product seem signature scent,4,positive,87,0.265426997245179,2
amazing getting older face started getting dry spot around apple cheek bought mini size try,5,positive,26,0.23333333333333336,2
bought cover redness dry cheek not cover well dried skin nice soft quite heavy colour dark lighter colour available store believe,2,negative,43,0.06904761904761905,0
lot hype around one mean nice definitely much not buying full size point clean may look bobbi brown balm wish clean product though,3,neutral,38,0.2244047619047619,1
giving product star others noted not believe product suitable sensitive skin broke pretty badly using product time tell ingredient serum potent sure could prove effective anyone skin less sensitive fussy mine,4,positive,73,0.19695833333333335,2
bought gel device set two year ago ive used less three treatment work little way use annoying complicated time consuming device poor battery life mean want fiveday treatment youll need charge every day use want get device need think refill changed design package second box ive got watery texture ingredient leak everywhere open,2,negative,99,-0.3684895833333333,0
thinner serum like wear lala top extra moisture soak easily didnt know better say made eyelash fuller fine line less noticeable repurchase,5,positive,43,0.3013888888888889,2
discovered help sephora consultant boston ive using ren line month skin never looked felt better recommend using product cleanser exfoliator night serum day cream together best result,4,positive,46,0.75,2
looking miracle skin texture large pore acne scar dehydrated face breakout etc etc change close eye try using product past two three month week pmd home already see drastic difference combine mask couple tatcha product essence moisturizer initially two month tired mask later became huge fan tatcha stared get product,5,positive,90,-0.020089285714285705,2
used first time first felt kind like tinglingburning sensation scared littl bit done test patch make sure dont bad reaction nothing happened decided wait mask work let dry face super tight mind mask dried wont able move muscle lol rinsed omg face different amazing way pore looked minimized black head gone nose hoping gone regular use face felt squiky clean dried nose area bit tend drier area skin applied moisturizerand good overall super recommend product sent complimentary honest review,5,positive,173,0.21801948051948053,2
far absolute favorite micellar water classic caudalie freshness scent hydrating cleansing time,5,positive,26,0.19333333333333333,2
decent product liked dewy ness skin felt fresh broke little may using first time overall good product,4,positive,28,0.2613095238095238,2
thankfully received sample purchase else return woke hundred tiny bumpsrash face used super soft coarse like sandpaper hoping soon day wasnt started reading star review figured caused reaction new thing touched face yikes,1,negative,80,0.009904601571268237,0
sephora employee originally got gratis first loved ingredient list full skin loving ingredient like squalane niacinamide ceramides texture really lovely little bead made fatty acid break mix product skin leave little bit film nothing sticky heavy mix kiehls ultrafacial cream provides lasting hydration doesnt cause breakout combination acne prone skin rosacea careful product routine benzoyl peroxide treatment currently help keep skin peelingdrying using strong topical really feel esthetician product win drunk elephant even sensitive skin type benefit product dont recommend using pump like mixed moisturizer alone enough face,5,positive,182,0.16337606837606836,2
product great skin retinol product irritating one actually make skin feel moisturized calm great serum smooth consistency easy apply also squalane hyaluronic acid eliminates need add regime use night best result,5,positive,64,0.35648148148148145,2
like way product smooth luxurious havent noticed result yet two week using far,4,positive,26,0.31,2
product great not eye wanted try lightened acne scar thing noticed slippery like texture dried little sticky day didnt make totally recommend received product voxbox sent influenster glad applied cuz great product,4,positive,78,0.15910493827160493,2
really loved first need little bit long way super glowy however started notice burning face redness would recommend something gentle isnt hard skin barrier enzyme,2,negative,58,0.17430555555555552,0
love farmacy introduced brand green clean willing try anything serum targeted brightening dark spot ive found also improved skin texture,5,positive,42,0.15833333333333335,2
received product free influenster charlotte tilbury exchange honest review combination skin eczema first impression packaging high end sleek magic eye rescue thick creamy absorbed well wasnt heavy feeling noticed decrease darkness eye using several day well firmer look less smile line around outer edge eye influenster charlottetilbury complimentary glowtoner magiceyerescue influenster charlottetilbury,5,positive,90,0.1711111111111111,2
love dry skin work amazing highly recommended anyone try,5,positive,19,0.4911458333333334,2
overall like product not leave greasy residue convenient not rinse didnt seem much blemish popped wipe makeup well,4,positive,37,0.1,2
fun new concept toner ive never tried heard foam toner exciting scent wasnt best product skin feeling soo good definitely continue using,4,positive,42,0.42424242424242425,2
huge fan shiseido product happy include product one new favorite even knowing crucial apply sunscreen face tend dread using sunscreen smell tendency clog pore especially makeup product slight scent nothing overpowering happy report breakout irritation using week nowthe packaging beautiful contributing quality shiseido known sleek line beautiful coloring ombre shade red yesred favorite color may swayed perception little lol cream smooth silky somewhat whipped appearance come applicator dont dip finger inside time apply ive used serum eye cream regimen really nice addition doesnt feel heavy sunscreen icky makeup leaf skin feeling moisturized soft reassuring along sun protection even sun may see day driving car also like product mineral oilfree vegan,5,positive,219,0.25910984848484847,2
hoped review smell dramatic truly smell awful knew burning skin smelt like imagine would glad got mini dread using,2,negative,43,-0.26458333333333334,0
sample year sun safety kit really excited try skin dry time dry tried expecting fix made worse skin flaky gross dont know made skin gross really hoping would help considering read many good review,1,negative,79,0.048541666666666664,0
nice light weight unscented eye cream great use makeup doesnt slip around,3,neutral,16,0.6,1
product combined prism serum wonder hormonal acne allergic salicylic acid antiacne treatment make acne worse felt good moment put soaked skin quickly plus doesnt require lot drop enough face last quite would definitely recommend,5,positive,70,0.18888888888888888,2
feel good applying thats need little moisture around eye serum provide not really see decrease puffiness either maybe could used quick pickmeup day,3,neutral,45,0.24916666666666668,1
main problem say use twice week two week meaning package isnt even full treatment stayed night werent irritating not inspired buy rather invest nice retinol cream,2,negative,48,0.24333333333333332,0
received item excited try first balm ive ever tried say love balm love using bed really job take make leaf face feeling smooth soft would definitely recommend,5,positive,62,0.3572265625,2
really wanted love product skincare routine product work great sensitive acne prone skin even reading review stating caused breakout wanted give shot unfortunately broke immediately tried using several different time time would wake morning new huge pimple think anyone prone acne yuh may want steer clear one gave two star face feel soft woke however pimple deal breaker,2,negative,112,0.1451136363636364,0
packet perhaps not enough see result right away tell enjoyed citrusy taste somewhat acidic dissolved room temperature water added ice make refreshing one thing noticed skin stayed clear radiant taking conjunction skincare benefit honestly good want keep taking someone getting close thirty ive focusing keeping skin healthy,4,positive,101,0.3595238095238095,2
got antiaging first care activating serum absolutely love use morning night lotion one favorite serum ive ever used would high recommend friend family,5,positive,43,0.3625,2
really liked face cream reference really dry skin especially winter also super sensitive cream great job moisturizing wasnt greasy absorbed right away left skin feeling hydrated not overly wet slick main reason star instead price skin calming claim havent noticed skin calming ive used also cant vouch antiaging effect though ive using week,4,positive,99,0.14064625850340132,2
happy saw benefit come new skincare product ive never used toning foam excited come big aluminum cab make feel fancy keep foam cold definitely helped smooth skin,5,positive,50,0.17792207792207795,2
really awesome made skin soft smooth one use made skin look glowy really pretty definitely recommend,5,positive,25,0.35,2
licensed beauty professional started using yttp year ago love brand professional product aging skin fine line starting form feel like product wake call ive missing vit helped soften area ive hyper focusing cause given plenty time find trouble area yerba mate chalked full antioxidant caffeine help protect skin free radical boost circulationthe packaging also amazing like yttp product fact vegan superfood face seal dealdisclaimer receive product free thats honestly bonus,5,positive,128,0.2262820512820513,2
influenster sent product complimentary say love lightweight recall great job hydrating eye without heavy doesnt cause milium smell amazing,5,positive,37,0.445,2
cold plunge pore remedy moisturizer cooling tingly sensation first applied smell like peppermint assuming formulated purposely sensation people might enjoy think good moisturizer dont see huge difference pore ive used twice far perhaps ill see result continued use hopefully tingly somewhat burning sensation worth little worried seeing review saying caused redness breakout people sensitive skin thankfully didnt break,3,neutral,105,0.20520833333333333,1
started using fabs regular face cleanser awhile ago felt like needed little extra punch perfect gentle yet strong enough fight acne definitely recommend everyone doesnt matter kind skin dry oily combo itll leave face fresh,5,positive,50,0.2071969696969697,2
love mask noticed skin getting bit flaky bought cooling feel great make skin soft glowy afterwards also completely gotten rid flakiness,5,positive,40,0.38250000000000006,2
love texture really saw difference skin,4,positive,11,0.40625,2
new staple skincare routine given new life dull dry skin light scent not bad mot linger using day already seen change skin brighter healthier looking squalane make super hydrating stay moisturized would highly recommend product definitely purchasing full sized one becomes available day fast absorbing light weight star could see difference first use,5,positive,102,0.16221925133689838,2
went thru day challenge whole jar skin really hard please thing eye cream brighten undereye none product much red head fair skin true ginger skin brand work honestly think not good choice personallybut great product eye cream excellent ingredient love company use latest technology like really wish workedthese priced really low youre getting based favorable review think must try,3,neutral,120,0.26995442708333334,1
farmacy gifted filling good hyaluronic acid plumping serum super nice serum quickly taken skincare routine love moisturized bouncy skin feel using serum couple week layer well product bummer dont love scent thankfully doesnt linger,4,positive,58,0.38055555555555554,2
love itthis product truly clean make dirtand bad decision,5,positive,12,0.055555555555555615,2
got sample immediately buy full size smell like fruity pebble not overpowering first use pore looked smaller face felt soft use time week,5,positive,43,0.203125,2
combination sensitive skin moisturizer tried one,5,positive,22,0.1,2
ive maybe repurchased product time year consistent use definitely seeing difference overall skin tone well specific dark spot ive tracking really like using morning hydrating enough dont need another serum apply essence vitamin moisturizer sunscreen,5,positive,67,0.0375,2
yes bit pricey think worth amazing quick fix morning ive already seen difference dark eye ive tried many eye cream new favorite love recommend,5,positive,48,0.3399621212121212,2
product help dark circle eye didnt anything fine line wrinkle ended dryness noticed would burn little applying sensitive skin might,3,neutral,48,0.04479166666666668,1
got mini sample lux loved silky lightweight love jbeauty antiaging would love treat full size quite pricey great gift mom,5,positive,44,0.645,2
gel cleanser really job deep clean skin combination skin not take care often cleanser really tug dirt leaf skin feeling clean without abrasive,5,positive,43,0.22666666666666666,2
received product sample influenster nice smell doesnt irritate skin easy use think good use traveling youre short time wipe face bit used regular cleanser skin feel soft enjoy product,3,neutral,69,0.3416666666666667,1
ive really impressed cleanser far ive using around wks break month like clockwork helped daily treatment keep face feeling clean soft minimizing breakout,4,positive,44,0.31333333333333335,2
wasnt sure jelly cleaner tried loved right open bottle smell great leaf skin feeling refreshed soft also feeling clean take makeup definitely going using routine received product free complimentary testing purpose,5,positive,64,0.38430735930735926,2
teacher like product lot usually take emergencyc get extra immunity boost product taste way better taste like fresh version like good skin,5,positive,40,0.3,2
little hesitant use since squalene coconut oil ingredient known clogging pore delightfully surprised skin feel much softer smoother makeup much evenly skin look brighter already serum could used even sensitive skin moisturizing fragrance think found new holy grail thank influenster sending product complimentary testing,5,positive,92,0.20610795454545458,2
cleanser great skin feel clean fresh use doesnt leave dry effect super sensitive skin,5,positive,24,0.3055555555555556,2
perfect everyday lip balm ive repurchased even done first wonderful silky texture without thin thick,4,positive,26,0.21666666666666667,2
gifted product honest review overall left skin feeling great unlike face spf impressed well applied not feel tacky immediately overall would buy future maybe second guess due price,4,positive,50,0.24090909090909093,2
could give product star would cleared acne day day love,5,positive,22,0.5,2
work well setting spray youre not wearing makeup dont understand would put hyaluronic acid makeup spray not wearing skin makeup last step spf moisturizer keep skin looking supple glowy received sephora play box dont like product receive wouldnt use waste experiment try find way make work super moisturizing give dewy look without greasy wouldnt call makeup setting spray moisturizing protective sunscreen spray without icky white sunscreen residue going finish play box one would not buy,4,positive,143,0.07222222222222222,2
one pricey product draw cant live without skin look soft look smooth overall healthier texture glow plus absolutely gorgeous packaging,5,positive,43,0.30727272727272725,2
cant rave enough know child skin look perfect flawless even toned almost appears translucent application clarity tone skin unbelievable havent even seen result like day spa skin felt incredibly smooth instantly obsessed know high price tag result well every penny use week weird consistency mashed potato like smell wonderful tranquil relaxing feel luxurious rinse youre skin look feel amazing since costly stop local sephora tell beauty expert would like try dish make sample thats exactly got hooked,5,positive,148,0.2633333333333333,2
reason mask make pimple worse result leaf scarring excited use product doesnt help make thing worse,1,negative,31,-0.1416666666666667,0
stuff literally magic tend spotty breakout worst sooo usually apply right wash face follow toner moisturizer good,5,positive,41,0.04714285714285713,2
product milky soft make skin feel amazing remove dirt junk day make feel clean oily combination skin amazing ive easing two week would definitely purchase love drunk elephant product product one add list,5,positive,66,0.2979166666666667,2
wish didnt like product much simply best saw change skin quickly look much radiant dewy cant without serum,5,positive,38,0.42666666666666664,2
made skin feel amazing enough fragrance make enjoyable without perfumy worked well skincare product important definitely see adding skincare routine,5,positive,44,0.22916666666666666,2
used product primarily nighttime skincare routine base serum moisturizers felt really nice hydrating not really sure made much difference,3,neutral,36,0.004166666666666661,1
mask made skin soft evened skin tone unfortunately hard time justifying spending much mask,5,positive,26,-0.12291666666666666,2
cold weather essential loving spray use skincare routine applying moisturizer feel soothing refreshing help strengthen skin barrierthe facial spray contains hypochlorous acid antimicrobial antiinflammatory property applied trigger immune boost causing body care stressed skin perfect solution help heal treat dull dehydrated stressed skin really reccomend anyone want boost skincare game especially sensitive inflamed irritated skin ive found soothing acne breakout toothis generously gifted tower beauty,5,positive,117,0.14345238095238091,2
ive using week love fast absorbing skin feel hydratedis good one nothing really crazyskin type normal dry combination oily skincare concern dryness dullness uneven textureformulation lightweight cream,4,positive,43,0.21041666666666664,2
fresh rose petalsoft lip cream great balm relieve dryfeeling chapped lip received product complementary influenster testing purpose light pink colour smell rose rosescented product much found lip cream scent great not overwhelming definitely hydrating left lip feeling great entire day would recommend lip balm friend like hydrating balm enjoy rose floral fragrance satisfied product soothing,5,positive,95,0.3426470588235294,2
great value even awesome get travel size skin always act travel something like good hand clear pore keep oil control use tzone spot prone acne menthol scent strong clear sinus,5,positive,66,0.6888888888888888,2
love smell application lightweight yet moisturizing spf product wear great makeup,5,positive,18,0.5,2
immediately started using cream skin look clearer hydrated lumisone applied face neck cream incredible received cream free topbox circlethe cream reduces black spot skin keep skin smoother prettier young loved ingredient natural,5,positive,58,0.33888888888888885,2
love love love product skin look amazing,5,positive,9,0.55625,2
first thing absolutely love packaging product travel friendly product nice lightweight still pack punch little long way,4,positive,33,0.3122916666666667,2
dried skin disappointing since serum supposed hydrate much alcoholdrying rather hydrating,2,negative,20,-0.20000000000000004,0
honestly bit torn product sensitive dry skin product cooling lightweight first put face felt increasingly dry throughout day would mist constantly often moisturizers feel like since received product free testing purpose wear day stay home dont pls going wouldnt however buy product especially price ive honestly havent used enough month consistently enough notice real difference thats fence giving benefit doubt maybe mist often calming mist line dont particularly love use product together order work,3,neutral,153,0.21385416666666668,1
got sample previous purchase laying around ran moisturizer used not crazy smell orangey kept using night creamy bit heavy little long way little sample lasted month skin feel better texture improved dark patch around chin got lighter not significant noticeable converted purchased expensive last long time love packaging definitely make feel like got money worth smell definitely grew oily skin afraid would make oily not,4,positive,140,0.029861111111111116,2
eye serum help diminish puffiness fine line dark circle lightweight light scent wish cream instead moisturizing applies dry pretty easily well also applicator tip use help massage eye area personally like using finger ive using morning night routine couple week noticed slight difference main concern fine line dark circle noticed area tiny bit taut bit brighter think use see result far happy,5,positive,136,0.2592592592592593,2
heavily scented feel heavy sticky skin sephora employee told get moisturizer lasted longer said last month month using gone smaller face knew lying using really not worth money switched first aid beauty moisturizer feel last way longer unscented,1,negative,79,-0.06000000000000001,0
great primer havent used actual sunscreen love feel skin,5,positive,17,0.5,2
may good cleanser not like cleanser get rid makeup face mention product always leaf much makeup foundation face,3,neutral,48,0.44999999999999996,1
low maintenance makeupskincare routine typically not use sort foundation tinted moisturizer however always interested finding one work really like barely makeup think could use practice one wasnt bad could tell wearing something face looking going continue trying different application method see work best,3,neutral,82,0.15370370370370376,1
